mes,site,Medio_de_pago,Incoming_amt,Incoming_qty,Status,BUYER_TYPE,FREQUENCY_MP,LIFECYCLE,SPENDER_TYPE
NULL,MLB,credit card,18.32,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,bank transfer,35.92,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLB,credit card,6.54,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,505.66,2,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
April,MLB,credit card,15.97,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLB,bank transfer,109.39,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,23.52,2,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,14.44,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,account_money,8.22,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLB,credit card,143.21,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLB,tc mp,14.1,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLB,credit card,124.73,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,16.3,2,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,account_money,5.69,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
April,MLB,credit card,4.38,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLB,credit card,11.27,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,tc mp,42.48,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLB,digital_currency,26.39,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,credit card,10.3,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
May,MLB,credit card,30.41,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLB,credit card,36.05,2,Approved,Repeat Buyer,NEW,active_buyer_low,high_spender
May,MLB,bank transfer,17.54,1,Pending,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,bank transfer,50.94,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLB,credit card,66.67,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
April,MLB,credit card,17.57,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,bank transfer,07.05,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLB,credit card,8.38,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
NULL,MLB,bank transfer,17.84,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLB,bank transfer,10.17,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,bank transfer,15.44,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLB,credit card,11.38,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,tc mp,05.02,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,credit card,48.88,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,bank transfer,8.16,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_spender
April,MLB,credit card,27.22,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,bank transfer,26.48,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,account_money,6.73,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLB,tc mp,60.05,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,account_money,47.04,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,bank transfer,14.47,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_low_spender
May,MLB,bank transfer,20,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,bank transfer,5.6,1,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
May,MLB,bank transfer,38.32,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,tc mp,14.77,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,bank transfer,4.56,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
NULL,MLB,credit card,27.17,2,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
May,MLB,bank transfer,15.54,1,Approved,Repeat Buyer,NEW,onboarding,high_spender
April,MLB,credit card,24.23,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_spender
April,MLB,account_money,45.22,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_high_spender
NULL,MLB,credit card,91.43,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
NULL,MLB,credit card,42.66,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLB,credit card,61.6,1,Approved,New Buyer,NEW,active_buyer_low,mid_low_spender
April,MLB,digital_currency,46.25,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLB,credit card,17.92,1,Rej. by User Error,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
May,MLB,tc mp,27.05,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,credit card,99.54,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,24.16,1,Approved,Repeat Buyer,NEW,,
April,MLB,tc mp,12.94,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLB,credit card,78.64,2,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLB,credit card,1.83,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,20.62,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLB,tc mp,14.99,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,bank transfer,9.24,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,bank transfer,9.12,1,Approved,Repeat Buyer,NEW,,
April,MLB,credit card,16.79,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
NULL,MLB,bank transfer,06.01,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLB,bank transfer,33.35,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLB,tc mp,33.98,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,bank transfer,35.37,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
NULL,MLB,bank transfer,10.4,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,credit card,141.96,1,Rej. by Risk Bank - App. by PF,Repeat Buyer,CASUAL,active_buyer_mid,high_spender
May,MLB,credit card,26.68,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
NULL,MLB,bank transfer,31.9,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
April,MLB,credit card,11.81,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
May,MLB,bank transfer,20.76,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLB,bank transfer,12.76,1,Cancelled,Repeat Buyer,CORE,active_buyer_low,mid_low_spender
April,MLB,tc mp,11.23,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLB,account_money,10.08,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_low_spender
April,MLB,bank transfer,36.64,1,Cancelled,New Buyer,NEW,onboarding,mid_spender
April,MLB,credit card,21.03,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,account_money,35.66,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLB,credit card,6.8,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,credit card,3.53,1,Approved,Repeat Buyer,NEW,active_buyer_low,low_spender
April,MLB,tc mp,6.4,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLB,credit card,37.43,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,digital_currency,62.31,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
NULL,MLB,account_money,53.6,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLB,credit card,207.6,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,17.03,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,35.71,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLB,credit card,19.17,1,Rej. Blacklist,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,digital_currency,35.17,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_spender
May,MLB,credit card,81.69,1,Approved,New Buyer,NEW,onboarding,mid_low_spender
May,MLB,bank transfer,11.84,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLB,bank transfer,9.13,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLB,bank transfer,66.79,1,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
April,MLB,ticket,15.48,1,Approved,New Buyer,NEW,active_buyer_low,low_spender
April,MLB,bank transfer,55.5,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,22.77,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLB,account_money,24.98,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,64.88,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,credit card,22.85,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,digital_currency,15.34,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,51.68,1,Cancelled,New Buyer,NEW,onboarding,high_spender
April,MLB,credit card,20.37,2,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,41.1,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,11.38,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,21.77,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLB,digital_currency,15.94,1,Approved,Repeat Buyer,CASUAL,active_buyer_low,mid_low_spender
NULL,MLB,credit card,44.38,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,8.36,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,bank transfer,24.76,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
April,MLB,account_money,17.25,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,13.32,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLB,bank transfer,10.85,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
NULL,MLB,tc mp,140.31,1,Rej. Blacklist,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLB,tc mp,18.79,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,bank transfer,14.87,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
NULL,MLB,bank transfer,25.02,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,72.94,2,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,11.31,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLB,account_money,5.18,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLB,bank transfer,57.15,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
April,MLB,bank transfer,25.87,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,29.66,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,credit card,253.8,1,Rej. by Bank Other,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
April,MLB,credit card,216.54,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,digital_currency,21.11,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_low_spender
April,MLB,credit card,7.6,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,149.24,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,account_money,33.07,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLB,credit card,363.45,2,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLB,bank transfer,09.08,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
NULL,MLB,bank transfer,5.24,1,Approved,New Buyer,NEW,onboarding,mid_low_spender
May,MLB,credit card,11,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,bank transfer,21.26,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,10.41,1,Approved,Repeat Buyer,NEW,dormant,mid_high_spender
May,MLB,account_money,11.47,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLB,credit card,7.7,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,bank transfer,23.38,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
May,MLB,credit card,16.65,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLB,bank transfer,7.36,1,Approved,Repeat Buyer,NEW,active_buyer_low,low_spender
April,MLB,credit card,50.12,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,credit card,61.36,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,22.76,1,Approved,New Buyer,NEW,onboarding,low_spender
April,MLB,bank transfer,49.07,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLB,credit card,7.33,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,69.07,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,bank transfer,29.64,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,98.97,1,Rej. Blacklist,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLB,bank transfer,208.28,1,Cancelled,Repeat Buyer,CASUAL,active_buyer_low,mid_high_spender
April,MLB,account_money,15.9,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,credit card,10.35,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,9.65,1,Approved,New Buyer,NEW,onboarding,low_spender
May,MLB,bank transfer,31.5,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLB,account_money,14.97,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
NULL,MLB,credit card,6.82,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,high_spender
April,MLB,tc mp,22.36,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_low_spender
April,MLB,bank transfer,27.35,1,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
NULL,MLB,credit card,60.88,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,71.45,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
April,MLB,account_money,10.4,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
May,MLB,credit card,19.12,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
April,MLB,bank transfer,14.11,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
NULL,MLB,bank transfer,6.24,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
April,MLB,credit card,10.33,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLB,bank transfer,42.9,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
NULL,MLB,bank transfer,24.48,1,Approved,New Buyer,NEW,active_buyer_low,mid_low_spender
May,MLB,account_money,15.67,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLB,credit card,27.27,1,Cancelled,Repeat Buyer,CASUAL,active_buyer_mid,high_spender
April,MLB,credit card,10.63,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLB,bank transfer,10.34,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
NULL,MLB,digital_currency,33.43,1,Approved,Repeat Buyer,POWER USER,onboarding,mid_spender
NULL,MLB,tc mp,803.86,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLB,credit card,20.86,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,tc mp,37.41,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLB,ticket,143.96,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_high_spender
April,MLB,credit card,31.86,2,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,account_money,10.71,1,Approved,Repeat Buyer,POWER USER,,
May,MLB,credit card,6.77,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
May,MLB,bank transfer,15.97,1,Approved,Repeat Buyer,NEW,,
May,MLB,digital_currency,15.23,1,Approved,Repeat Buyer,CORE,onboarding,low_spender
April,MLB,credit card,55.51,1,Insufficient Amount,Repeat Buyer,NEW,active_buyer_mid,mid_low_spender
NULL,MLB,account_money,36.45,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,credit card,71.08,2,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,286.09,1,Approved,Repeat Buyer,CASUAL,active_buyer_low,mid_high_spender
April,MLB,credit card,25.38,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
NULL,MLB,credit card,9.65,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,mid_high_spender
May,MLB,bank transfer,30.09,1,Approved,New Buyer,NEW,onboarding,ultra_high_spender
April,MLB,digital_currency,28.66,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,digital_currency,8.39,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_low_spender
April,MLB,bank transfer,9.65,1,Approved,Repeat Buyer,NEW,onboarding,low_spender
May,MLB,bank transfer,36.82,1,Cancelled,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
NULL,MLB,bank transfer,11.87,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
NULL,MLB,bank transfer,10.83,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
NULL,MLB,bank transfer,6.53,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLB,bank transfer,81.22,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLB,credit card,13.61,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
NULL,MLB,account_money,7.55,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLB,account_money,5.26,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,15.92,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
May,MLB,account_money,8.12,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
April,MLB,credit card,8.19,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_spender
NULL,MLB,bank transfer,42.33,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,bank transfer,16.93,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,27.08,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,account_money,4.73,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,credit card,4.62,1,Approved,Repeat Buyer,NEW,active_buyer_low,low_spender
NULL,MLB,account_money,42.36,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,11.3,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,353.68,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,credit card,68.61,1,Approved,New Buyer,NEW,active_buyer_low,mid_spender
May,MLB,credit card,64.79,1,Insufficient Amount,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
April,MLB,credit card,06.02,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLB,digital_currency,10.03,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLB,credit card,45.09,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,21.83,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,digital_currency,74.59,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
May,MLB,tc mp,22.34,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLB,tc mp,11.97,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLB,credit card,12.67,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
May,MLB,credit card,201.14,1,Rej. by User Error,New Buyer,,churned,non_spender
May,MLB,credit card,21.66,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
April,MLB,tc mp,22.91,1,Approved,Repeat Buyer,CORE,active_buyer_low,mid_low_spender
May,MLB,digital_currency,29.41,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLB,credit card,132.48,1,Rej. by PF,New Buyer,,onboarding,ultra_high_spender
May,MLB,credit card,29.83,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLB,credit card,15.87,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,53.9,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
April,MLB,bank transfer,17.46,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLB,bank transfer,25.54,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLB,bank transfer,26.83,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLB,credit card,19.13,1,Approved,Repeat Buyer,CORE,never_buyer,non_spender
April,MLB,bank transfer,104.46,1,Cancelled,New Buyer,NEW,onboarding,mid_low_spender
April,MLB,credit card,94.16,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLB,bank transfer,12.41,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,bank transfer,49.45,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLB,bank transfer,27.24,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLB,digital_currency,26.88,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_high_spender
May,MLB,tc mp,42.28,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLB,bank transfer,16.45,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_low_spender
May,MLB,credit card,15.56,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,12.46,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,credit card,161.92,2,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,23.29,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
April,MLB,bank transfer,13.69,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,account_money,6.39,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,credit card,21.12,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLB,credit card,4.93,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLB,tc mp,5.24,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,bank transfer,14.61,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,544.31,1,Rej. by User Error,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,credit card,27.58,2,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
May,MLB,tc mp,838.42,2,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,21.18,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,63.39,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
April,MLB,credit card,9.77,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
April,MLB,credit card,17.02,2,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLC,credit card,14.91,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLC,credit card,91.54,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLC,debit card,16.68,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLC,credit card,47.59,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLC,credit card,23.6,2,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,account_money,12.67,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLC,credit card,20.4,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLC,credit card,168.45,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLC,debit card,19.13,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLC,debit card,36.74,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLC,account_money,16.74,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLC,credit card,57.8,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
April,MLC,debit card,5.59,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLC,debit card,25.17,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,credit card,23.97,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLC,account_money,10.05,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLC,credit card,69.22,1,Approved,New Buyer,NEW,active_buyer_low,mid_low_spender
May,MLC,account_money,150.69,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLC,credit card,136.28,2,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLC,debit card,56.95,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
NULL,MLC,debit card,32.55,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLC,debit card,30.68,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
